Latitude,Longitude,City,Country,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
76.95036465685729,106.03527554433384,khatanga,ru,29.46,86,80,10.09
22.467538095922848,125.02623461273339,ishigaki,jp,77,94,75,21.92
40.20199437761812,-25.317510858796965,praia da vitoria,pt,69.8,88,20,6.62
39.04113599473911,-75.3261797556657,milford,us,92.55,25,1,13.87
54.579063255130876,122.89200825150846,urusha,ru,41.61,76,8,2.71
-32.329606864647516,-42.43385689699414,laguna,br,93.2,36,5,6.93
36.30254015616799,-27.265940930944367,arrifes,pt,69.8,77,20,9.17
-40.33332709349417,-2.004106105275099,saldanha,za,51.24,74,0,5.5
53.4107880352027,-55.741191960669624,saint anthony,ca,65.98,33,20,23.04
48.5001553714996,105.02742024050502,erdenet,mn,29.82,93,92,12.21
60.373309977273266,96.7565372695903,baykit,ru,20.82,81,12,4.16
2.0175306140830997,76.61268523313652,muli,mv,71.67,84,0,4.94
3.554487681107261,-72.08756605725387,mapiripan,co,76.8,90,20,1.7
-54.379207387403845,-25.908843814186838,cidreira,br,58.08,91,12,6.85
61.073498055518,23.121519190597212,vammala,fi,36.45,89,75,5.82
55.575592977015816,105.38919723916945,zhigalovo,ru,30.72,71,80,6.4
-46.88385892412279,124.08054266239378,esperance,au,82.4,83,20,8.05
-54.04666998002661,-106.46637874558493,castro,cl,44.49,92,68,5.17
8.467015707217982,-14.2385555767286,goderich,sl,64.65,89,12,22.06
47.49821297283813,132.5907555826886,leninskoye,ru,37.4,86,0,6.71
10.692934193108727,136.6559765890679,airai,pw,76.71,57,8,2.15
13.372171158363216,96.50665170979073,dawei,mm,76.62,84,12,4.16
57.12524095435302,158.41281623822317,tigil,ru,44.22,77,92,6.96
-1.224338239757671,163.5549593367719,buala,sb,80.94,98,92,7.74
51.30426488016701,10.99115703020695,bad frankenhausen,de,42.8,75,0,9.17
-56.89629191534729,31.85849925592001,port elizabeth,za,75.9,59,1,3.36
-29.515410244436055,18.778806580490112,springbok,za,58.89,16,0,16.69
85.0154383739222,174.87432185175982,pevek,ru,41.16,100,64,2.26
51.34107750456039,49.47392515078619,ozinki,ru,55.92,78,12,11.43
61.799675771534254,-151.61655277515106,kenai,us,58.44,45,90,19.46
3.336769243372359,135.97335196082332,kloulklubed,pw,78.8,88,75,6.96
36.78054211260853,-9.342384356568658,lagos,pt,80.6,88,20,3.36
40.587081527544626,112.47417399201277,fengzhen,cn,38.28,68,0,2.71
68.59264593421668,-43.986983558559785,tasiilaq,gl,28.4,58,24,2.24
29.609233700644722,60.74315322747904,mirabad,af,44.94,50,0,2.71
-18.604513483131214,158.73342460518143,poum,nc,44.49,92,24,1.7
78.05054615051787,-48.350775983247104,ilulissat,gl,23,62,75,2.24
-10.587699063459766,-72.19307839107891,pangoa,pe,69.42,95,8,1.92
66.78203049313834,8.409668437197297,sistranda,no,42.8,87,40,13.87
1.656629201921163,21.32042575060487,bongandanga,cd,71.22,95,8,1.81
-26.82033807801139,-85.83108684534362,coquimbo,cl,57.2,76,0,12.75
21.29229415768323,-13.562058188093914,atar,mr,84.27,28,76,3.71
-26.161682132296214,140.20078875968716,mount isa,au,75.2,41,0,14.99
52.0281067238771,95.041993425866,kaa-khem,ru,22.8,82,0,3.83
1.1412233539200543,141.96097115835778,vanimo,pg,85.71,98,76,2.15
-83.18133426538736,56.463209565068496,east london,za,61.41,100,88,6.73
61.271404140284005,5.885409740512301,sande,no,48.2,76,0,4.7
-33.600585317223846,131.19677761162546,flinders,au,55.4,100,75,11.41
38.00575385151657,-176.85460983261657,kapaa,us,84.29,65,90,10.29
3.5574646969986787,124.97859554802244,sarangani,ph,83.46,97,44,0.92
22.573504265839105,-77.48130156743474,esmeralda,cu,51.42,72,0,1.7
7.164011732873789,-124.23324494856419,cabo san lucas,mx,85.46,78,40,4.7
-10.439788319440723,143.25080481759767,daru,pg,72.66,100,92,4.83
81.36116574514116,161.81093398916744,cherskiy,ru,34.77,92,92,7.18
3.623368821159005,11.534462132665283,mbalmayo,cm,71.6,94,75,2.37
57.23213942244985,135.34247488498022,chumikan,ru,52.68,61,0,12.33
-9.314404337890991,158.86648545651002,honiara,sb,82.4,83,75,2.71
30.29991182642182,112.31715810435435,shashi,cn,61.59,81,0,1.92
76.25992334295415,131.49990848227134,tiksi,ru,20.01,100,56,3.49
57.560754398259974,-141.16660148644448,haines junction,ca,42.96,44,12,2.59
29.150916403884636,-105.71179001582617,chihuahua,mx,82.4,42,75,8.05
72.27577544536521,-11.471279327072693,husavik,is,36.84,100,12,18.48
30.706563701678277,95.19694710147104,along,in,60.96,82,44,2.04
77.0525310053977,43.33386204786373,ostrovnoy,ru,24.15,93,0,9.08
37.30857014096715,-118.93010265417136,orange cove,us,74.03,59,1,5.82
-24.82923042165119,114.74544381912659,carnarvon,au,40.98,54,0,11.1
-27.168376233849642,3.7641251456555267,luderitz,na,67.44,54,0,20.15
-6.686039462835339,64.26957292221653,victoria,sc,79.68,88,75,3.6
6.303376281862754,63.714241968508475,ugoofaaru,mv,76.53,100,92,20.71
13.667849135690375,130.9064051513667,san policarpo,ph,80.04,100,24,5.61
61.263043212357644,133.97247141618436,ust-maya,ru,37.74,93,64,3.83
27.242625304826475,-25.14166739908208,los llanos de aridane,es,73.4,78,24,9.17
72.75715660319537,177.2918828521635,leningradskiy,ru,40.53,87,24,11.99
-21.485990139854238,145.52813162643855,charters towers,au,73.47,76,0,5.95
23.036954938947815,175.36430660270906,butaritari,ki,84.99,100,8,6.4
-26.716464320430568,-24.817919536224963,vila velha,br,78.8,78,20,6.93
23.63489845437823,111.36239770145318,wuzhou,cn,68.16,75,0,4.38
24.127518499099367,-75.41304253047035,cockburn town,bs,81.75,100,64,8.63
-26.567528536223172,-155.85856060064663,avera,pf,85.53,55,1,3.94
20.95302101023441,139.5649139180768,naze,jp,77,94,75,4.16
57.40890708655476,-48.366167413671405,qaqortoq,gl,35.6,64,75,1.12
-41.75570710896399,145.20082678879356,burnie,au,49.98,100,44,8.63
-1.3945509615616487,40.426843062154546,witu,ke,74.46,84,92,5.61
30.768750912554182,87.38089615602792,khandbari,np,39.18,75,36,1.36
69.51309518446766,71.68788362764636,yar-sale,ru,42.42,100,88,14.79
47.138382226340866,-165.98615232541368,bethel,us,50,79,90,9.17
18.60293916540455,103.36632872578804,pakxan,la,68.61,88,20,2.48
-23.398599172656716,147.66714672021936,emerald,au,75.45,52,24,8.41
-24.978352557191542,-90.53708785823257,pisco,pe,71.6,30,20,16.11
30.604784177342296,-118.8494866357301,rosarito,mx,78.8,78,75,3.36
36.82396523135483,-83.41674206798541,morristown,us,77.54,81,1,2.48
71.82000880488664,0.09385420814251688,roald,no,41.83,75,92,9.17
-32.08870095408552,99.66552000802255,geraldton,au,50,100,90,2.24
-15.460148911934851,-88.42152565987324,huarmey,pe,63.39,75,64,2.93
39.11725145413436,-111.519585422107,price,us,66.02,67,75,8.05
3.170983904563869,39.24800064080043,moyale,ke,61.59,84,0,3.04
77.14349549981691,155.02062486075454,chokurdakh,ru,30.63,99,80,11.65
62.81008234771582,-164.1226452647556,nome,us,87.87,70,40,6.93
59.105801317944525,36.06213284052302,ustyuzhna,ru,43.32,99,100,6.06
51.08945980591747,99.71900831004996,orlik,ru,16.32,83,56,2.15
68.0100446715067,116.02759927199736,udachnyy,ru,28.74,85,92,4.61
74.19861115236623,29.301308189685216,berlevag,no,37.4,74,40,10.29
65.78123768970829,171.0641692259225,komsomolskiy,ru,39.36,97,92,11.88
63.72762395045501,-23.24747457582555,keflavik,is,39.2,86,75,16.11
-22.401473408866522,145.9752402581222,moranbah,au,75.63,48,0,7.85
1.8187505904793966,112.39717976169129,kapit,my,75.54,95,64,2.59
51.27287276741677,126.31157175337631,sivaki,ru,49.08,65,0,6.4
72.6535387289511,-71.73711189151734,clyde river,ca,28.4,100,90,12.75
-24.488372161258923,-67.5392410177915,salta,ar,70.29,45,0,11.41
41.207269510198586,34.970707354853005,boyabat,tr,55.11,98,88,2.37
25.267810342967465,-155.94468976072997,kailua,us,83.61,57,75,13.87
-37.12896926883824,169.0731764641357,ahipara,nz,59.34,87,100,12.1
60.74517642856196,-25.28782059019366,grindavik,is,39.2,86,75,16.11
-17.87821581620517,95.28670031597312,labuhan,id,76.26,89,20,2.93
13.192297219807955,-112.1930014091551,san patricio,mx,67.17,86,48,6.4
19.745368203997828,-22.402154937457908,santa maria,cv,62.6,88,20,3.36
-30.20864360142575,163.0220093690026,noumea,nc,73.4,73,75,6.93
39.484632537019024,112.39451709321634,yuanping,cn,39.27,66,0,2.15
34.61854112248193,-105.78270746571552,los lunas,us,78.96,37,75,6.93
38.282204633185074,99.74639362635355,zhangye,cn,37.83,54,0,7.29
16.66288041466865,95.48732648234068,maubin,mm,78.8,94,90,2.24
-7.839631166180709,151.33781651981172,kandrian,pg,76.89,98,92,5.84
57.29766801382178,12.065648942883627,kungsbacka,se,42.8,70,0,5.82
1.4332916898679287,157.47405363447007,namatanai,pg,84.99,96,24,6.4
-1.2815390434584089,98.47114103089444,padang,id,80.13,100,24,1.92
5.155261349797485,-55.152632562059296,brokopondo,sr,87.8,66,20,5.82
55.72479090438361,146.15652560423985,okha,ru,51.78,65,0,19.71
-0.4105716826338437,-9.094851244917692,harper,lr,85.66,50,75,10.29
-16.723054921211997,111.56725508394828,karratha,au,81.39,28,8,4.72
39.02940125398271,37.09117058166174,sivas,tr,48.2,66,0,4.7
-5.362646891045699,45.42275809071981,lamu,ke,79.14,83,32,2.59
-20.162243043649397,-48.49631994638307,guaira,br,71.22,89,20,8.3
25.222553092789582,-75.73030899859627,rock sound,bs,79.95,100,88,11.88
0.5683780280160562,32.41980215984398,bombo,ug,68,94,20,4.7
50.3524094142407,-127.88375382672382,port hardy,ca,50,61,90,11.41
-9.877475462187022,-32.14257467356626,sao jose da coroa grande,br,76.35,85,64,7.63
-4.323853291904882,163.48998000003866,auki,sb,73.83,82,12,8.97
-30.363992599026247,116.06668109573627,northam,au,56.44,93,75,3.36
63.92202539704772,19.65834581532266,umea,se,32,100,0,4.7
52.68269440289225,75.95458033842519,kachiry,kz,36.21,86,0,8.52
47.574139685075636,-60.50427601065559,channel-port aux basques,ca,53.49,95,92,28.88
56.78872779615372,-21.91596608575628,vestmannaeyjar,is,43.68,100,92,16.24
20.264783835459696,-153.81523957233733,hilo,us,78.84,61,1,10.29
68.6468551017386,47.72392352330911,leshukonskoye,ru,33.06,96,24,2.37
48.211281754537396,-85.63136422706766,wawa,ca,77.07,83,24,4.72
43.89089792391843,-46.376342699340654,torbay,ca,42.8,81,75,6.93
23.13908460792598,-127.65809747255341,lompoc,us,69.53,88,90,6.93
22.078835385634918,-60.720118405919536,the valley,ai,83.34,69,40,3.36
-16.17937230435065,21.338871105102953,kalabo,zm,65.46,22,0,7.96
62.82258797088258,30.29720506276533,lieksa,fi,28.74,95,0,6.4
-23.286205699208736,-97.79444778842836,hualmay,pe,62.94,82,24,3.15
0.8331737422910521,8.269221892777693,libreville,ga,80.6,83,20,4.7
42.21274281744317,-14.592004812263212,muros,es,62.6,67,0,3.38
66.41084927962575,1.3004091170391234,raudeberg,no,40.91,81,92,10.29
56.06173515825304,-61.78759481196103,saint-augustin,ca,55.22,76,0,3.36
-17.06145926511759,106.7077875523592,srandakan,id,72.66,83,0,3.38
-0.7606913143035712,-35.34487434868083,aquiraz,br,78.8,78,20,6.93
-58.548925515735874,-36.353612066465246,mar del plata,ar,53.58,45,56,11.43
-8.863859086144075,-87.86428129601136,paita,pe,62.6,290,75,10.29
75.94920391684178,25.603288474609997,honningsvag,no,37.4,86,75,17.22
-27.399492323615675,169.87654420402248,vao,nc,43.23,99,92,14.67
-31.21209207477804,83.4599768067676,bambous virieux,mu,60.8,87,20,9.17
54.30014936160836,-127.61855227101373,smithers,ca,42.8,35,75,4.7
75.65967062285071,-145.8759167868235,college,us,52.09,8,1,5.82
1.910778180361234,83.62555302227139,hambantota,lk,77.79,100,76,6.06
33.30958499596572,-65.97974097534815,hamilton,bm,78.8,74,40,19.46
21.89595235348645,30.217081941412772,aswan,eg,78.51,39,0,3.71
69.70509639971354,54.973143133105424,iskateley,ru,38.82,96,48,13.78
-19.361758510247753,27.34195623283034,kalakamati,bw,62.4,21,0,13.78
-13.134919320049661,144.68049879323036,mareeba,au,75.2,60,20,10.29
60.70517788824759,-155.97158006567722,homer,us,49.89,82,90,8.05
25.669663993400178,-110.31077596900485,loreto,mx,71.04,91,92,6.85
61.19119430123047,157.87417693861875,evensk,ru,44.31,100,12,14.67
-29.93811397325082,-91.32337471447788,lebu,cl,57.2,62,40,6.93
-86.07579539315421,129.61000893884483,new norfolk,au,48.2,61,20,10.29
42.53528492749399,38.81051020350549,sochi,ru,62.6,88,92,6.71
63.917297797535326,60.03479929028626,inta,ru,41.88,96,36,6.06
-4.531265081491242,157.05547001091304,kieta,pg,78.42,100,92,5.39
43.082378873558184,128.8147122705342,mingyue,cn,55.56,73,0,2.37
27.396387689914434,14.783462243989447,sabha,ly,68.16,77,56,3.04
51.02035910655482,118.1448417651514,aleksandrovskiy zavod,ru,45.39,44,0,4.38
28.71224239978747,-112.48723586573054,providencia,mx,61.68,82,75,6.93
-14.300308487527147,59.41162342592713,cap malheureux,mu,60.8,87,20,9.17
-1.9776975263170868,-0.028913419660540285,takoradi,gh,76.08,99,20,5.61
60.02905797744995,-101.63653004191733,flin flon,ca,35.6,37,75,13.87
66.94888910368658,150.46879955498565,zyryanka,ru,29.46,91,36,3.04
-6.500066654121554,157.85465596107412,gizo,sb,77,78,40,1.12
-5.19404587585143,130.94622736836442,tual,id,80.76,96,44,11.77
86.2728250168519,22.87630340643608,longyearbyen,sj,32,100,75,11.41
0.547813072440988,-31.749104995120348,touros,br,77.07,89,92,13.56
-49.1380545127556,-75.9431138458053,coihaique,cl,48.99,53,20,8.05
46.881654136417154,88.39571708037613,altay,cn,13.44,62,0,2.26
68.83766879226346,25.543208008254823,karasjok,no,37.4,74,90,24.16
-22.29878784252149,-47.094204996269696,conchal,br,73.4,78,75,1.12
56.7209511959484,-125.34294793270433,fort saint james,ca,41.52,52,36,3.27
54.3601539544635,70.79416450885381,bulaevo,kz,38.73,88,0,4.94
-27.178723946192967,153.46823156524027,bongaree,au,68,64,0,8.05
21.056619416677606,46.80836885791311,riyadh,sa,77,17,0,2.71
-19.94271962250795,-172.25950726810916,pangai,to,77,88,90,20.8
27.294599947374138,155.37628319179117,hasaki,jp,65.25,88,75,8.05
-18.864510963550757,-146.204701260224,tautira,pf,82.4,54,75,4.7
78.5013065410084,110.2942282911273,saskylakh,ru,28.2,96,76,9.98
29.4645383918716,-151.80081405072397,kahului,us,83.26,57,20,13.87
31.948694294782854,-77.2591664917915,north myrtle beach,us,81.25,60,1,10.29
5.641752764018861,-56.35008378698133,totness,sr,86.04,66,1,3.6
-22.067868808461128,-46.232554503206984,borda da mata,br,64.56,91,48,3.38
75.73008782815623,155.39231431524252,srednekolymsk,ru,31.62,75,76,3.38
66.71066995897121,35.42120112415981,umba,ru,35.76,100,36,9.42
-34.741312622209094,-50.076590510558134,rio grande,br,57.2,71,0,5.82
1.0658268896720955,-4.208345170087142,jacqueville,ci,78.8,88,20,3.36
-22.563113686936305,14.42207492219282,swakopmund,na,59,72,0,4.7
64.38074181133172,87.67881213058575,turukhansk,ru,31.71,92,92,14.56
-0.4646102532476988,109.50457419526572,pontianak,id,75.2,94,40,5.28
22.37046345048587,151.2198324219823,katsuura,jp,65.16,88,90,6.93
45.650910505762255,47.25242859815194,liman,ru,61.32,99,0,7.52
14.418014026242872,-72.10798569428827,manaure,co,86,70,40,5.82
63.000494364173875,111.11578726339712,chernyshevskiy,ru,36.03,86,88,7.18
16.82282172163565,48.450225400061385,najran,sa,73.4,28,0,2.48
4.890065556025206,-27.921202710436006,sao filipe,cv,79.86,93,0,13.67
34.807708767076974,-65.47455664922464,saint george,bm,62.6,93,20,2.24
60.317869408612296,0.29702182205539884,lerwick,gb,51.8,93,92,18.34
40.82265550816493,11.00470897069539,siniscola,it,57.2,93,0,4.7
55.97047923110833,150.14577266956104,magadan,ru,33.8,80,48,8.41
4.004409858764362,105.9215170947378,cukai,my,77.97,94,20,3.15
49.71546770648163,-39.41011279490846,nanortalik,gl,35.85,96,20,20.83
71.15352284086597,-5.957778462704823,klaksvik,fo,50,100,92,12.75
26.011634245802,-105.89206863851219,santa maria del oro,mx,76.53,29,0,3.15
35.93149638822155,-97.6919539822794,guthrie,us,87.26,49,1,23.04
49.988129695720176,-102.82794226044857,grenfell,ca,60.06,97,92,9.86
-1.3983910106820048,-83.0606510300086,salinas,ec,69.98,73,1,13.87
36.55057528595229,-85.59949209675817,cookeville,us,82.38,62,20,4.7
30.220973793794755,-109.33429725537971,nacozari,mx,90.39,54,32,6.96
34.800174878957236,122.1251260140748,hede,cn,37.4,93,0,6.93
-32.01594042592762,28.309812064097343,butterworth,za,78.8,94,75,4.7
-12.973813620034704,112.37812193668009,ambulu,id,75.09,95,12,4.61
-35.58043957816385,38.57835360434285,richards bay,za,58.44,100,92,14.12
68.01809143849076,56.341892784224626,usinsk,ru,42.06,97,88,9.42
34.973225911089514,56.88015246374627,tabas,ir,54.21,57,0,2.93
24.187601333485773,65.67703365163806,ormara,pk,76.53,89,0,10.65
-26.71558814296207,29.30975386093084,secunda,za,40.53,94,92,11.99
39.36382238332118,-101.76148918993711,lamar,us,96.08,15,1,3.27
27.2733816497135,-40.63967534535763,ribeira grande,pt,73.38,96,80,9.53
23.642536239271493,-88.48263254876373,panaba,mx,79.59,87,36,4.38
32.03443532147398,53.74097957624758,meybod,ir,69.8,18,0,4.7
-8.500433748763044,-63.61196850449075,porto velho,br,80.6,74,40,4.7
56.66144162909234,155.2436971983759,sobolevo,ru,43.59,98,92,12.88
-39.291071889633415,171.75701712805676,takaka,nz,57.27,74,12,9.53
-47.03657611345221,-56.75295233106506,necochea,ar,49.08,58,0,9.31
47.6661128927482,-123.83552545412421,port angeles,us,51.84,68,90,2.15
52.9542426933055,-1.0320851694917508,carlton,gb,56.91,100,90,4.7
50.358689487710166,17.713366018944924,prudnik,pl,46.2,75,20,11.99
14.230465279223168,101.09553894664651,nakhon nayok,th,74.19,73,12,7.18
-34.75765143567708,157.52712723235345,port macquarie,au,64.4,77,48,4.7
29.65770504329491,-111.07592566910854,benjamin hill,mx,83.82,39,0,7.96
19.522588394080756,-67.20961342499709,isabela,us,77.88,95,44,0.92
-17.586752195221536,-53.23557251825932,alto araguaia,br,74.46,73,20,4.61
-14.270625767354659,69.35830511957795,quatre cocos,mu,60.8,87,20,9.17
-14.592425485970665,108.41305686175787,bambanglipuro,id,72.66,83,0,3.38
51.97872578391019,-13.430504048733837,dingle,ie,78.06,99,64,3.27
-9.9113816803103,127.37578286510387,atambua,id,79.59,93,8,5.28
21.925646678344407,-94.78094428605661,nautla,mx,82.2,100,48,8.97
49.28203575406911,-78.8339386504143,macamic,ca,51.8,81,90,12.75
48.752337055209324,14.399788636994629,kaplice,cz,50,81,90,3.36
14.310504103760934,-48.670168532882144,sinnamary,gf,82.38,91,0,12.66
10.859214940921476,-16.168026717976318,bubaque,gw,80.6,88,20,3.36
-16.796410283766747,-56.761035919602165,pocone,br,84.18,63,20,4.27
20.021774708391177,-103.35267650266019,concepcion de buenos aires,mx,80.6,42,75,1.14
62.1242345231569,-59.985594713329036,pangnirtung,ca,30.2,54,90,11.41
60.23421826730646,162.2998328543219,ossora,ru,44.22,99,56,19.6
-7.090442829001418,156.10953539041986,buin,pg,76.12,12,0,6.93
24.842566663684238,-157.2200942678207,wahiawa,us,83.64,57,75,13.87
-31.46216328364398,16.56775948014956,vredendal,za,65.01,27,0,9.53
44.579876650958596,-117.03043154116239,weiser,us,71.06,35,1,4.7
19.88829459510353,-17.11520787957687,nouadhibou,mr,80.6,54,68,21.92
-41.99321616398016,-60.9487438823179,viedma,ar,49.8,43,0,5.84
35.50560211088522,95.75811049226627,yumen,cn,36.48,73,0,2.59
31.26856122746912,51.7967926849594,semirom,ir,36.3,81,8,1.36
38.47466236703892,133.56298794254053,sakaiminato,jp,59,87,75,3.36
-22.220637346822727,-77.87467590895035,acari,pe,75.36,69,0,12.1
36.861206072792086,45.495855042015876,naqadeh,ir,65.19,100,0,4.27
